Outlet_ID,Outlet_Name,City,Location_Tier,Outlet_Size,Outlet_Type,Establishment_Year
OUT0942,Blinkit Guwahati - 28,Guwahati,Tier 3,Medium,Dark Store,2021
OUT0943,Blinkit Ranchi - 28,Ranchi,Tier 3,Medium,Express Hub,2022
OUT0944,Blinkit Mysuru - 28,Mysuru,Tier 3,Large,Express Hub,2019
OUT0945,Blinkit Nashik - 28,Nashik,Tier 3,Small,Dark Store,2021
OUT0946,Blinkit Raipur - 28,Raipur,Tier 3,Small,Dark Store,2023
OUT0947,Blinkit Dehradun - 28,Dehradun,Tier 3,Large,Express Hub,2023
OUT0948,Blinkit Jodhpur - 28,Jodhpur,Tier 3,Small,Express Hub,2023
OUT0949,Blinkit Madurai - 28,Madurai,Tier 3,Small,Warehouse Store,2020
OUT0950,Blinkit Amritsar - 28,Amritsar,Tier 3,Small,Express Hub,2020
OUT0951,Blinkit Varanasi - 28,Varanasi,Tier 3,Small,Express Hub,2021
OUT0952,Blinkit Siliguri - 28,Siliguri,Tier 3,Medium,Dark Store,2023
OUT0953,Blinkit Mumbai - 29,Mumbai,Tier 1,Large,Dark Store,2022
OUT0954,Blinkit Delhi - 29,Delhi,Tier 1,Small,Dark Store,2020
OUT0955,Blinkit Bengaluru - 29,Bengaluru,Tier 1,Medium,Warehouse Store,2020
OUT0956,Blinkit Hyderabad - 29,Hyderabad,Tier 1,Medium,Dark Store,2020
OUT0957,Blinkit Chennai - 29,Chennai,Tier 1,Medium,Dark Store,2018
OUT0958,Blinkit Pune - 29,Pune,Tier 1,Medium,Dark Store,2024
OUT0959,Blinkit Kolkata - 29,Kolkata,Tier 1,Small,Express Hub,2021
OUT0960,Blinkit Ahmedabad - 29,Ahmedabad,Tier 1,Small,Dark Store,2022
OUT0961,Blinkit Noida - 29,Noida,Tier 1,Medium,Dark Store,2022
OUT0962,Blinkit Gurugram - 29,Gurugram,Tier 1,Small,Dark Store,2018
OUT0963,Blinkit Jaipur - 29,Jaipur,Tier 2,Small,Dark Store,2021
OUT0964,Blinkit Lucknow - 29,Lucknow,Tier 2,Small,Warehouse Store,2021
OUT0965,Blinkit Coimbatore - 29,Coimbatore,Tier 2,Medium,Dark Store,2022
OUT0966,Blinkit Indore - 29,Indore,Tier 2,Large,Dark Store,2021
OUT0967,Blinkit Nagpur - 29,Nagpur,Tier 2,Large,Express Hub,2022
OUT0968,Blinkit Bhopal - 29,Bhopal,Tier 2,Small,Dark Store,2023
OUT0969,Blinkit Kochi - 29,Kochi,Tier 2,Medium,Express Hub,2022
OUT0970,Blinkit Chandigarh - 29,Chandigarh,Tier 2,Small,Dark Store,2023
OUT0971,Blinkit Surat - 29,Surat,Tier 2,Small,Express Hub,2022
OUT0972,Blinkit Vadodara - 29,Vadodara,Tier 2,Medium,Express Hub,2023
OUT0973,Blinkit Visakhapatnam - 29,Visakhapatnam,Tier 2,Medium,Dark Store,2022
OUT0974,Blinkit Patna - 29,Patna,Tier 2,Medium,Dark Store,2023
OUT0975,Blinkit Tiruppur - 29,Tiruppur,Tier 3,Large,Dark Store,2022
OUT0976,Blinkit Guwahati - 29,Guwahati,Tier 3,Large,Express Hub,2023
OUT0977,Blinkit Ranchi - 29,Ranchi,Tier 3,Medium,Warehouse Store,2021
OUT0978,Blinkit Mysuru - 29,Mysuru,Tier 3,Small,Dark Store,2022
OUT0979,Blinkit Nashik - 29,Nashik,Tier 3,Medium,Dark Store,2023
OUT0980,Blinkit Raipur - 29,Raipur,Tier 3,Medium,Dark Store,2021
OUT0981,Blinkit Dehradun - 29,Dehradun,Tier 3,Medium,Warehouse Store,2023
OUT0982,Blinkit Jodhpur - 29,Jodhpur,Tier 3,Small,Express Hub,2023
OUT0983,Blinkit Madurai - 29,Madurai,Tier 3,Large,Dark Store,2018
OUT0984,Blinkit Amritsar - 29,Amritsar,Tier 3,Large,Dark Store,2022
OUT0985,Blinkit Varanasi - 29,Varanasi,Tier 3,Small,Dark Store,2023
OUT0986,Blinkit Siliguri - 29,Siliguri,Tier 3,Medium,Dark Store,2021
OUT0987,Blinkit Mumbai - 30,Mumbai,Tier 1,Small,Dark Store,2024
OUT0988,Blinkit Delhi - 30,Delhi,Tier 1,Medium,Dark Store,2023
OUT0989,Blinkit Bengaluru - 30,Bengaluru,Tier 1,Small,Dark Store,2024
OUT0990,Blinkit Hyderabad - 30,Hyderabad,Tier 1,Medium,Dark Store,2022
OUT0991,Blinkit Chennai - 30,Chennai,Tier 1,Medium,Dark Store,2020
OUT0992,Blinkit Pune - 30,Pune,Tier 1,Medium,Express Hub,2021
OUT0993,Blinkit Kolkata - 30,Kolkata,Tier 1,Small,Warehouse Store,2020
OUT0994,Blinkit Ahmedabad - 30,Ahmedabad,Tier 1,Small,Dark Store,2021
OUT0995,Blinkit Noida - 30,Noida,Tier 1,Large,Dark Store,2021
OUT0996,Blinkit Gurugram - 30,Gurugram,Tier 1,Medium,Dark Store,2018
OUT0997,Blinkit Jaipur - 30,Jaipur,Tier 2,Large,Express Hub,2020
OUT0998,Blinkit Lucknow - 30,Lucknow,Tier 2,Medium,Dark Store,2019
OUT0999,Blinkit Coimbatore - 30,Coimbatore,Tier 2,Medium,Dark Store,2019
OUT1000,Blinkit Indore - 30,Indore,Tier 2,Large,Dark Store,2023
