Item_ID,Item_Name,Category,Brand,MRP,Pack_Size,Fat_Content,Shelf_Life_Days
ITM0945,Cadbury Instant Noodles,Frozen & Instant Food,Cadbury,285.16,1 kg,N/A,180
ITM0946,Mother Dairy Diapers,Baby Care,Mother Dairy,641.69,250 g,N/A,2
ITM0947,Fortune USB Cable,Stationery & Electronics,Fortune,63.69,200 g,N/A,30
ITM0948,Parle Dog Food,Pet Care,Parle,265.29,1 pc,N/A,90
ITM0949,Mother Dairy Capsicum,Fruits & Vegetables,Mother Dairy,85.03,6 pcs,N/A,30
ITM0950,HUL Paneer,Dairy & Breakfast,HUL,215.17,12 pcs,Regular,30
ITM0951,HUL Banana Chips,Snacks & Munchies,HUL,107.17,250 g,N/A,7
ITM0952,Dabur Soda,Beverages,Dabur,180.69,500 g,N/A,2
ITM0953,Surf Excel Rajma,Staples,Surf Excel,131.38,500 g,N/A,30
ITM0954,Local Brand Razor,Personal Care,Local Brand,416.16,100 g,N/A,90
ITM0955,Pedigree Detergent Powder,Home Care,Pedigree,128.89,200 g,N/A,365
ITM0956,Cadbury Pastry,Bakery,Cadbury,66.62,1 pc,N/A,180
ITM0957,Fortune Momos,Frozen & Instant Food,Fortune,380.59,1 kg,N/A,30
ITM0958,Surf Excel Baby Shampoo,Baby Care,Surf Excel,589.04,200 g,N/A,365
ITM0959,Amul Batteries,Stationery & Electronics,Amul,674.19,12 pcs,N/A,2
ITM0960,MTR Pet Treats,Pet Care,MTR,439.82,100 g,N/A,90
ITM0961,Nestle Watermelon,Fruits & Vegetables,Nestle,102.61,500 g,N/A,365
ITM0962,Amul Cornflakes,Dairy & Breakfast,Amul,289.07,12 pcs,Low Fat,30
ITM0963,Surf Excel Nachos,Snacks & Munchies,Surf Excel,24.11,1 kg,N/A,180
ITM0964,ITC Green Tea,Beverages,ITC,112.01,1 kg,N/A,30
ITM0965,Local Brand Basmati Rice,Staples,Local Brand,387.22,250 g,N/A,180
ITM0966,Nestle Deodorant,Personal Care,Nestle,390.11,250 g,N/A,30
ITM0967,Patanjali Phenyl,Home Care,Patanjali,164.81,1 pc,N/A,7
ITM0968,Fortune Rusk,Bakery,Fortune,39.86,12 pcs,N/A,365
ITM0969,Haldiram's Momos,Frozen & Instant Food,Haldiram's,246.88,12 pcs,N/A,90
ITM0970,Pedigree Feeding Bottle,Baby Care,Pedigree,273.53,6 pcs,N/A,90
ITM0971,Pedigree Notebook,Stationery & Electronics,Pedigree,310.43,250 g,N/A,2
ITM0972,Mother Dairy Pet Shampoo,Pet Care,Mother Dairy,217.3,6 pcs,N/A,2
ITM0973,Surf Excel Banana,Fruits & Vegetables,Surf Excel,107.29,500 g,N/A,30
ITM0974,Cadbury Toned Milk,Dairy & Breakfast,Cadbury,270.88,250 g,Low Fat,365
ITM0975,Cadbury Potato Chips,Snacks & Munchies,Cadbury,88.29,1 pc,N/A,2
ITM0976,Britannia Cola,Beverages,Britannia,160.81,2 L,N/A,365
ITM0977,Himalaya Toor Dal,Staples,Himalaya,51.45,100 g,N/A,90
ITM0978,Parle Hair Oil,Personal Care,Parle,52.69,12 pcs,N/A,30
ITM0979,Everest Glass Cleaner,Home Care,Everest,285.84,100 g,N/A,30
ITM0980,Parle Croissant,Bakery,Parle,242.36,250 g,N/A,30
ITM0981,Haldiram's Ice Cream,Frozen & Instant Food,Haldiram's,243.32,1 kg,N/A,90
ITM0982,Cadbury Baby Food,Baby Care,Cadbury,678.7,500 g,N/A,365
ITM0983,Himalaya Pen Set,Stationery & Electronics,Himalaya,520.94,250 g,N/A,180
ITM0984,Nestle Cat Food,Pet Care,Nestle,372.75,12 pcs,N/A,180
ITM0985,MTR Banana,Fruits & Vegetables,MTR,86.02,250 g,N/A,7
ITM0986,Local Brand Ghee,Dairy & Breakfast,Local Brand,216.19,1 kg,Regular,365
ITM0987,Fortune Potato Chips,Snacks & Munchies,Fortune,28.08,1 pc,N/A,365
ITM0988,MTR Mineral Water,Beverages,MTR,156.49,500 g,N/A,365
ITM0989,Himalaya Salt,Staples,Himalaya,359.49,500 g,N/A,2
ITM0990,Local Brand Body Lotion,Personal Care,Local Brand,337.27,100 g,N/A,90
ITM0991,Haldiram's Garbage Bags,Home Care,Haldiram's,251.23,12 pcs,N/A,30
ITM0992,Pedigree Croissant,Bakery,Pedigree,182.67,200 g,N/A,365
ITM0993,Haldiram's Momos,Frozen & Instant Food,Haldiram's,314.38,2 L,N/A,90
ITM0994,Britannia Baby Lotion,Baby Care,Britannia,480.35,12 pcs,N/A,90
ITM0995,Local Brand LED Bulb,Stationery & Electronics,Local Brand,125.4,12 pcs,N/A,30
ITM0996,Fortune Pet Treats,Pet Care,Fortune,304.81,6 pcs,N/A,7
ITM0997,Dabur Onion,Fruits & Vegetables,Dabur,65.86,12 pcs,N/A,2
ITM0998,Amul Muesli,Dairy & Breakfast,Amul,178.88,100 g,Low Fat,180
ITM0999,Everest Popcorn,Snacks & Munchies,Everest,41.96,6 pcs,N/A,7
ITM1000,Tata Tea Bags,Beverages,Tata,179.98,250 g,N/A,90
